Id,holdingInstitution,NumOfProv,areaCode,placeCountry,plcaeName,plcaeLat,placeLon,timeStart,timeEnd,timeCentury,Today,locationName,locationLat,locationLon,locationType,MEIlink,startType,endType,locationLatFilled,locationLonFilled,timeStartFilled,timeEndFilled
02130036,"{u'country': u'CH', u'short': u'Z\xfcrich ZB', u'name': u'Zentralbibliothek Z\xfcrich '}",2,"['e-it', u'e-sz']","['Italy', u'Switzerland']","['Florence', u'Zurich']","[43.77925, 47.36667]","[11.24626, 8.55]","[1481, 'NoInfo']","[1481, 2021]","[[15], 'NoInfo']",True,"['Italy', u'Switzerland']","[43.77925, 47.36667]","[11.24626, 8.55]","['accurate', 'accurate']",https://data.cerl.org/mei/02130036,"['accurate', 'NoInfo']","['accurate', 'accurate']","[43.77925, 47.36667]","[11.24626, 8.55]","[1481, 1481]","[1481, 2021]"
02011876,"{u'country': u'FR', u'short': u'Paris BN', u'name': u'Paris, Biblioth\xe8que nationale de France'}",4,"['e-it', u'e-it', u'e-it', u'e-fr']","['Italy', u'Italy', u'Italy', u'France']","['Florence', u'Venice', u'Venice', u'Paris']","[43.77925, 45.4389, 45.4389, 48.85341]","[11.24626, 12.33092, 12.33092, 2.3488]","[1481, 'NoInfo', 1701, 1797]","[1481, 1797, 1800, 2021]","[[15], [15, 16, 17, 18], [18], [18]]",True,"['Italy', u'Italy', u'Italy', u'France']","[43.77925, 45.4389, 45.4389, 48.85341]","[11.24626, 12.33092, 12.33092, 2.3488]","['accurate', 'accurate', 'accurate', 'accurate']",https://data.cerl.org/mei/02011876,"['accurate', 'NoInfo', 'accurate', 'accurate']","['accurate', 'accurate', 'approx', 'accurate']","[43.77925, 45.4389, 45.4389, 48.85341]","[11.24626, 12.33092, 12.33092, 2.3488]","[1481, 1481, 1701, 1797]","[1481, 1797, 1800, 2021]"
02013851,"{u'country': u'GR', u'short': u'Athens, Laskaridis', u'name': u'Athens, Aikaterini Laskaridis Foundation'}",7,"['e-it', u'e-it', 'NoInfo', u'e-uk-en', u'e-uk-en', u'e-gr', u'e-gr']","['Italy', u'Italy', 'NoInfo', u'United Kingdom', u'United Kingdom', u'Greece', u'Greece']","['Florence', u'Italy', 'NoInfo', u'Maldon', u'London', u'Athens', u'Athens']","[43.77925, 42.83333, 'NoInfo', 51.7311, 51.50853, 37.98376, 37.98376]","[11.24626, 12.83333, 'NoInfo', 0.67463, -0.12574, 23.72784, 23.72784]","[1481, 1501, 1800, 1940, 2000, 2015, 2015]","[1481, 1600, 1900, 1963, 2001, 2015, 2021]","[[15], [16], [18, 19], [20], [20, 21], [21], [21]]",True,"['Italy', u'Italy', 'NoInfo', u'United Kingdom', u'United Kingdom', u'Greece', u'Greece']","[43.77925, 42.83333, 'NoInfo', 51.7311, 51.50853, 37.98376, 37.98376]","[11.24626, 12.83333, 'NoInfo', 0.67463, -0.12574, 23.72784, 23.72784]","['accurate', 'accurate', 'NoInfo', 'accurate', 'accurate', 'accurate', 'accurate']",https://data.cerl.org/mei/02013851,"['accurate', 'accurate', 'approx', 'accurate', 'approx', 'accurate', 'accurate']","['accurate', 'approx', 'approx', 'accurate', 'accurate', 'accurate', 'accurate']","[43.77925, 42.83333, 42.83333, 51.7311, 51.50853, 37.98376, 37.98376]","[11.24626, 12.83333, 12.83333, 0.67463, -0.12574, 23.72784, 23.72784]","[1481, 1501, 1800, 1940, 2000, 2015, 2015]","[1481, 1600, 1900, 1963, 2001, 2015, 2021]"
02141340,"{u'short': u'Historical Copy', u'name': u'Historical Copy'}",2,"['e-it', u'e-it']","['Italy', u'Italy']","['Florence', u'Genoa']","[43.77925, 44.40478]","[11.24626, 8.94439]","[1481, 1765]","[1481, 1945]","[[15], [18, 19, 20]]",False,"['Italy', u'Italy']","[43.77925, 44.40478]","[11.24626, 8.94439]","['accurate', 'accurate']",https://data.cerl.org/mei/02141340,"['accurate', 'accurate']","['accurate', 'accurate']","[43.77925, 44.40478]","[11.24626, 8.94439]","[1481, 1765]","[1481, 1945]"
02140781,"{u'country': u'IT', u'short': u'Firenze, Marucelliana', u'name': u'Firenze, Biblioteca Marucelliana'}",5,"['e-it', u'e-it', u'e-it', 'NoInfo', u'e-it']","['Italy', 'NoInfo', 'NoInfo', 'NoInfo', u'Italy']","['Florence', 'NoInfo', 'NoInfo', 'NoInfo', u'Florence']","[43.77925, 'NoInfo', 'NoInfo', 'NoInfo', 43.77925]","[11.24626, 'NoInfo', 'NoInfo', 'NoInfo', 11.24626]","[1481, 1481, 1625, 1701, 1752]","[1481, 1600, 1703, 1800, 2021]","[[15], [15, 16], [17, 18], [18], [18]]",True,"['Italy', 'Italy', 'Italy', 'NoInfo', u'Italy']","[43.77925, 42.83333, 42.83333, 'NoInfo', 43.77925]","[11.24626, 12.83333, 12.83333, 'NoInfo', 11.24626]","['accurate', 'approx', 'approx', 'NoInfo', 'accurate']",https://data.cerl.org/mei/02140781,"['accurate', 'accurate', 'accurate', 'accurate', 'accurate']","['accurate', 'approx', 'accurate', 'approx', 'accurate']","[43.77925, 42.83333, 42.83333, 42.83333, 43.77925]","[11.24626, 12.83333, 12.83333, 12.83333, 11.24626]","[1481, 1481, 1625, 1701, 1752]","[1481, 1600, 1703, 1800, 2021]"
02141376,"{u'country': u'IT', u'short': u'Firenze Horne', u'name': u'Firenze, Biblioteca della Fondazione Herbert P. Horne'}",3,"['e-it', u'e-it', u'e-it']","['Italy', u'Italy', u'Italy']","['Florence', u'Florence', u'Florence']","[43.77925, 43.77925, 43.77925]","[11.24626, 11.24626, 11.24626]","[1481, 1894, 1921]","[1481, 1916, 2021]","[[15], [19, 20], [20]]",True,"['Italy', u'Italy', u'Italy']","[43.77925, 43.77925, 43.77925]","[11.24626, 11.24626, 11.24626]","['accurate', 'accurate', 'accurate']",https://data.cerl.org/mei/02141376,"['accurate', 'accurate', 'accurate']","['accurate', 'accurate', 'accurate']","[43.77925, 43.77925, 43.77925]","[11.24626, 11.24626, 11.24626]","[1481, 1894, 1921]","[1481, 1916, 2021]"
02141406,"{u'country': u'IT', u'short': u'Castiglione del Terziere, Biblioteca del Castello', u'name': u'Castiglione del Terziere, Biblioteca del Castello'}",4,"['e-it', u'e-it', u'e-be', u'e-it']","['Italy', 'NoInfo', u'Belgium', u'Italy']","['Florence', 'NoInfo', u'Brussels', u'Castiglione']","[43.77925, 'NoInfo', 50.85045, 44.29546]","[11.24626, 'NoInfo', 4.34878, 9.99271]","[1481, 1481, 1850, 1929]","[1481, 1700, 1890, 2012]","[[15], [15, 16, 17], [19], [20, 21]]",False,"['Italy', 'Italy', u'Belgium', u'Italy']","[43.77925, 42.83333, 50.85045, 44.29546]","[11.24626, 12.83333, 4.34878, 9.99271]","['accurate', 'approx', 'accurate', 'accurate']",https://data.cerl.org/mei/02141406,"['accurate', 'accurate', 'approx', 'accurate']","['accurate', 'approx', 'accurate', 'accurate']","[43.77925, 42.83333, 50.85045, 44.29546]","[11.24626, 12.83333, 4.34878, 9.99271]","[1481, 1481, 1850, 1929]","[1481, 1700, 1890, 2012]"
02019494,"{u'country': u'IT', u'short': u'Milano N', u'name': u'Milano, Biblioteca Nazionale Braidense'}",4,"['e-it', 'NoInfo', 'NoInfo', u'e-it']","['Italy', 'NoInfo', 'NoInfo', u'Italy']","['Florence', 'NoInfo', 'NoInfo', u'Milan']","[43.77925, 'NoInfo', 'NoInfo', 45.46427]","[11.24626, 'NoInfo', 'NoInfo', 9.18951]","[1481, 1501, 'NoInfo', 1800]","[1481, 1600, 'NoInfo', 2021]","[[15], [16], 'NoInfo', [18]]",True,"['Italy', 'NoInfo', 'NoInfo', u'Italy']","[43.77925, 'NoInfo', 'NoInfo', 45.46427]","[11.24626, 'NoInfo', 'NoInfo', 9.18951]","['accurate', 'NoInfo', 'NoInfo', 'accurate']",https://data.cerl.org/mei/02019494,"['accurate', 'accurate', 'NoInfo', 'approx']","['accurate', 'approx', 'NoInfo', 'accurate']","[43.77925, 43.77925, 43.77925, 45.46427]","[11.24626, 11.24626, 11.24626, 9.18951]","[1481, 1501, 1501, 1800]","[1481, 1600, 1600, 2021]"
02141444,"{u'country': u'IT', u'short': u'Palermo R', u'name': u'Biblioteca Centrale della Regione Siciliana ""Alberto Bombace""'}",6,"['e-it', u'e-it', u'e-it', u'e-it', u'e-it', u'e-it']","['Italy', u'Italy', 'NoInfo', 'NoInfo', 'NoInfo', u'Italy']","['Florence', u'Florence', 'NoInfo', 'NoInfo', 'NoInfo', u'Palermo']","[43.77925, 43.77925, 'NoInfo', 'NoInfo', 'NoInfo', 38.13205]","[11.24626, 11.24626, 'NoInfo', 'NoInfo', 'NoInfo', 13.33561]","[1481, 1481, 1481, 1481, 1501, 1788]","[1481, 1500, 1600, 1600, 1600, 2021]","[[15], [15], [15, 16], [15, 16], [16], [18]]",True,"['Italy', u'Italy', 'Italy', 'Italy', 'Italy', u'Italy']","[43.77925, 43.77925, 42.83333, 42.83333, 42.83333, 38.13205]","[11.24626, 11.24626, 12.83333, 12.83333, 12.83333, 13.33561]","['accurate', 'accurate', 'approx', 'approx', 'approx', 'accurate']",https://data.cerl.org/mei/02141444,"['accurate', 'accurate', 'accurate', 'accurate', 'accurate', 'accurate']","['accurate', 'approx', 'approx', 'approx', 'approx', 'accurate']","[43.77925, 43.77925, 42.83333, 42.83333, 42.83333, 38.13205]","[11.24626, 11.24626, 12.83333, 12.83333, 12.83333, 13.33561]","[1481, 1481, 1481, 1481, 1501, 1788]","[1481, 1500, 1600, 1600, 1600, 2021]"
02141466,"{u'country': u'US', u'short': u'Harvard Houghton', u'name': u'Cambridge MA, Harvard Library, Houghton Library'}",3,"['e-it', u'n-us-ma', u'n-us-ma']","['Italy', u'United States', u'United States']","['Florence', u'Cambridge', u'Cambridge']","[43.77925, 42.3751, 42.3751]","[11.24626, -71.10561, -71.10561]","[1481, 1950, 1984]","[1481, 1984, 2021]","[[15], [20], [20]]",True,"['Italy', u'United States', u'United States']","[43.77925, 42.3751, 42.3751]","[11.24626, -71.10561, -71.10561]","['accurate', 'accurate', 'accurate']",https://data.cerl.org/mei/02141466,"['accurate', 'approx', 'accurate']","['accurate', 'accurate', 'accurate']","[43.77925, 42.3751, 42.3751]","[11.24626, -71.10561, -71.10561]","[1481, 1950, 1984]","[1481, 1984, 2021]"
02013814,"{u'country': u'US', u'short': u'Isabella Stewart Gardner Museum', u'name': u'Isabella Stewart Gardner Museum'}",9,"['e-it', u'e-it', u'e-uk-en', u'e-uk-en', u'e-uk-en', u'e-uk-en', u'e-uk-st', u'n-us-ma', u'n-us-ma']","['Italy', 'NoInfo', u'United Kingdom', u'United Kingdom', u'United Kingdom', u'United Kingdom', u'United Kingdom', u'United States', u'United States']","['Florence', 'NoInfo', u'Euston', u'London', u'London', u'London', u'Dunecht', u'Boston', u'Boston']","[43.77925, 'NoInfo', 52.37924, 51.50853, 51.50853, 51.50853, 57.1718, 42.35843, 42.35843]","[11.24626, 'NoInfo', 0.78599, -0.12574, -0.12574, -0.12574, -2.40945, -71.05977, -71.05977]","[1481, 1481, 1781, 1815, 1825, 1867, 1867, 1887, 1903]","[1481, 1500, 1815, 1825, 1866, 1867, 1887, 1903, 2021]","[[15], [15], [18, 19], [19], [19], [19], [19], [19, 20], [20]]",True,"['Italy', 'Italy', u'United Kingdom', u'United Kingdom', u'United Kingdom', u'United Kingdom', u'United Kingdom', u'United States', u'United States']","[43.77925, 42.83333, 52.37924, 51.50853, 51.50853, 51.50853, 57.1718, 42.35843, 42.35843]","[11.24626, 12.83333, 0.78599, -0.12574, -0.12574, -0.12574, -2.40945, -71.05977, -71.05977]","['accurate', 'approx', 'accurate', 'accurate', 'accurate', 'accurate', 'accurate', 'accurate', 'accurate']",https://data.cerl.org/mei/02013814,"['accurate', 'accurate', 'accurate', 'accurate', 'accurate', 'accurate', 'accurate', 'accurate', 'accurate']","['accurate', 'approx', 'accurate', 'accurate', 'accurate', 'accurate', 'accurate', 'accurate', 'accurate']","[43.77925, 42.83333, 52.37924, 51.50853, 51.50853, 51.50853, 57.1718, 42.35843, 42.35843]","[11.24626, 12.83333, 0.78599, -0.12574, -0.12574, -0.12574, -2.40945, -71.05977, -71.05977]","[1481, 1481, 1781, 1815, 1825, 1867, 1867, 1887, 1903]","[1481, 1500, 1815, 1825, 1866, 1867, 1887, 1903, 2021]"
02141160,"{u'country': u'GB', u'short': u""London, Sir John Soane's Museum"", u'name': u""London, Sir John Soane's Museum""}",6,"['e-it', u'e-it', u'e-uk-en', u'e-uk', u'e-uk', u'e-uk']","['Italy', 'NoInfo', u'United Kingdom', u'United Kingdom', u'United Kingdom', u'United Kingdom']","['Florence', 'NoInfo', u'Althorp', u'London', u'London', u'London']","[43.77925, 'NoInfo', 52.28107, 51.50853, 51.50853, 51.50853]","[11.24626, 'NoInfo', -1.00095, -0.12574, -0.12574, -0.12574]","[1481, 'NoInfo', 1792, 1757, 1829, 1829]","[1481, 'NoInfo', 'NoInfo', 1829, 1829, 2021]","[[15], 'NoInfo', [18], [18, 19], [19], [19]]",True,"['Italy', 'Italy', u'United Kingdom', u'United Kingdom', u'United Kingdom', u'United Kingdom']","[43.77925, 42.83333, 52.28107, 51.50853, 51.50853, 51.50853]","[11.24626, 12.83333, -1.00095, -0.12574, -0.12574, -0.12574]","['accurate', 'approx', 'accurate', 'accurate', 'accurate', 'accurate']",https://data.cerl.org/mei/02141160,"['accurate', 'NoInfo', 'accurate', 'accurate', 'accurate', 'accurate']","['accurate', 'NoInfo', 'NoInfo', 'accurate', 'accurate', 'accurate']","[43.77925, 42.83333, 52.28107, 51.50853, 51.50853, 51.50853]","[11.24626, 12.83333, -1.00095, -0.12574, -0.12574, -0.12574]","[1481, 1481, 1792, 1757, 1829, 1829]","[1481, 1481, 1481, 1829, 1829, 2021]"
02141529,"{u'country': u'US', u'short': u'New York NY, Pierpont Morgan Library', u'name': u'New York, The Morgan Library and Museum'}",3,"['e-it', u'e-gx', u'n-us-ny']","['Italy', u'Germany', u'United States']","['Florence', u'Schweinfurt', u'New York']","[43.77925, 50.04937, 40.71427]","[11.24626, 10.22175, -74.00597]","[1481, 1960, 1996]","[1481, 2000, 2021]","[[15], [20], [20]]",True,"['Italy', u'Germany', u'United States']","[43.77925, 50.04937, 40.71427]","[11.24626, 10.22175, -74.00597]","['accurate', 'accurate', 'accurate']",https://data.cerl.org/mei/02141529,"['accurate', 'accurate', 'accurate']","['accurate', 'approx', 'accurate']","[43.77925, 50.04937, 40.71427]","[11.24626, 10.22175, -74.00597]","[1481, 1960, 1996]","[1481, 2000, 2021]"
02140753,"{u'country': u'IT', u'short': u'Poppi C', u'name': u'Poppi, Biblioteca Comunale Rilli - Vettori'}",3,"['e-it', u'e-it', u'e-it']","['Italy', u'Italy', u'Italy']","['Florence', u'Camaldoli', u'Poppi']","[43.77925, 43.79359, 43.72123]","[11.24626, 11.82031, 11.76642]","[1481, 1854, 1856]","[1481, 1856, 2021]","[[15], [19], [19]]",True,"['Italy', u'Italy', u'Italy']","[43.77925, 43.79359, 43.72123]","[11.24626, 11.82031, 11.76642]","['accurate', 'accurate', 'accurate']",https://data.cerl.org/mei/02140753,"['accurate', 'accurate', 'accurate']","['accurate', 'accurate', 'accurate']","[43.77925, 43.79359, 43.72123]","[11.24626, 11.82031, 11.76642]","[1481, 1854, 1856]","[1481, 1856, 2021]"
02140643,"{u'country': u'FR', u'short': u'Paris BN', u'name': u'Paris, Biblioth\xe8que nationale de France'}",6,"['e-it', u'e-it', u'e-it', u'e-it', u'e-vat', u'e-fr']","['Italy', 'NoInfo', 'NoInfo', u'Italy', u'Vatican City', u'France']","['Florence', 'NoInfo', 'NoInfo', u'Capaccio', u'Vatican City', u'Paris']","[43.77925, 'NoInfo', 'NoInfo', 40.42435, 41.90225, 48.85341]","[11.24626, 'NoInfo', 'NoInfo', 15.07981, 12.4533, 2.3488]","[1481, 1481, 1481, 1481, 1504, 1797]","[1481, 1500, 1500, 1504, 'NoInfo', 2021]","[[15], [15], [15], [15, 16], [16], [18]]",True,"['Italy', 'Italy', 'Italy', u'Italy', u'Vatican City', u'France']","[43.77925, 42.83333, 42.83333, 40.42435, 41.90225, 48.85341]","[11.24626, 12.83333, 12.83333, 15.07981, 12.4533, 2.3488]","['accurate', 'approx', 'approx', 'accurate', 'accurate', 'accurate']",https://data.cerl.org/mei/02140643,"['accurate', 'accurate', 'accurate', 'accurate', 'accurate', 'accurate']","['accurate', 'approx', 'approx', 'accurate', 'NoInfo', 'accurate']","[43.77925, 42.83333, 42.83333, 40.42435, 41.90225, 48.85341]","[11.24626, 12.83333, 12.83333, 15.07981, 12.4533, 2.3488]","[1481, 1481, 1481, 1481, 1504, 1797]","[1481, 1500, 1500, 1504, 1504, 2021]"
02140635,"{u'country': u'FR', u'short': u'Paris BN', u'name': u'Paris, Biblioth\xe8que nationale de France'}",5,"['e-it', u'e-it', u'e-it', u'e-gr', u'e-fr']","['Italy', 'NoInfo', 'NoInfo', u'Greece', u'France']","['Florence', 'NoInfo', 'NoInfo', u'Rhodes', u'Paris']","[43.77925, 'NoInfo', 'NoInfo', 36.43556, 48.85341]","[11.24626, 'NoInfo', 'NoInfo', 28.22199, 2.3488]","[1481, 1481, 1481, 1481, 1792]","[1481, 1500, 1500, 1503, 2021]","[[15], [15], [15], [15, 16], [18]]",True,"['Italy', 'Italy', 'Italy', u'Greece', u'France']","[43.77925, 42.83333, 42.83333, 36.43556, 48.85341]","[11.24626, 12.83333, 12.83333, 28.22199, 2.3488]","['accurate', 'approx', 'approx', 'accurate', 'accurate']",https://data.cerl.org/mei/02140635,"['accurate', 'accurate', 'accurate', 'accurate', 'accurate']","['accurate', 'approx', 'approx', 'accurate', 'accurate']","[43.77925, 42.83333, 42.83333, 36.43556, 48.85341]","[11.24626, 12.83333, 12.83333, 28.22199, 2.3488]","[1481, 1481, 1481, 1481, 1792]","[1481, 1500, 1500, 1503, 2021]"
02140761,"{u'country': u'IT', u'short': u'Roma Ang', u'name': u'Roma, Biblioteca Angelica'}",4,"['e-it', u'e-it', u'e-it', u'e-it']","['Italy', 'NoInfo', 'NoInfo', u'Italy']","['Florence', 'NoInfo', 'NoInfo', u'Rome']","[43.77925, 'NoInfo', 'NoInfo', 41.89193]","[11.24626, 'NoInfo', 'NoInfo', 12.51133]","[1481, 1481, 1481, 'NoInfo']","[1481, 1600, 1600, 2021]","[[15], [15, 16], [15, 16], 'NoInfo']",True,"['Italy', 'Italy', 'Italy', u'Italy']","[43.77925, 42.83333, 42.83333, 41.89193]","[11.24626, 12.83333, 12.83333, 12.51133]","['accurate', 'approx', 'approx', 'accurate']",https://data.cerl.org/mei/02140761,"['accurate', 'accurate', 'accurate', 'NoInfo']","['accurate', 'approx', 'approx', 'accurate']","[43.77925, 42.83333, 42.83333, 41.89193]","[11.24626, 12.83333, 12.83333, 12.51133]","[1481, 1481, 1481, 1481]","[1481, 1600, 1600, 2021]"
02140633,"{u'country': u'FR', u'short': u'Paris BN', u'name': u'Paris, Biblioth\xe8que nationale de France'}",5,"['e-it', u'e-it', u'e-it', u'e-it', u'e-fr']","['Italy', 'NoInfo', 'NoInfo', u'Italy', u'France']","['Florence', 'NoInfo', 'NoInfo', u'Florence', u'Paris']","[43.77925, 'NoInfo', 'NoInfo', 43.77925, 48.85341]","[11.24626, 'NoInfo', 'NoInfo', 11.24626, 2.3488]","[1481, 1481, 1481, 1601, 1818]","[1481, 1500, 1600, 1800, 2021]","[[15], [15], [15, 16], [17, 18], [19]]",True,"['Italy', 'Italy', 'Italy', u'Italy', u'France']","[43.77925, 42.83333, 42.83333, 43.77925, 48.85341]","[11.24626, 12.83333, 12.83333, 11.24626, 2.3488]","['accurate', 'approx', 'approx', 'accurate', 'accurate']",https://data.cerl.org/mei/02140633,"['accurate', 'accurate', 'accurate', 'accurate', 'accurate']","['accurate', 'approx', 'approx', 'approx', 'accurate']","[43.77925, 42.83333, 42.83333, 43.77925, 48.85341]","[11.24626, 12.83333, 12.83333, 11.24626, 2.3488]","[1481, 1481, 1481, 1601, 1818]","[1481, 1500, 1600, 1800, 2021]"
02140985,"{u'country': u'FR', u'short': u'Paris Mus\xe9e du Louvre', u'name': u'Paris, Mus\xe9e du Louvre'}",5,"['e-it', u'e', 'NoInfo', u'e-fr', u'e-fr']","['Italy', 'NoInfo', 'NoInfo', u'France', u'France']","['Florence', u'Europe', 'NoInfo', u'Paris', u'Paris']","[43.77925, 48.69096, 'NoInfo', 48.85341, 48.85341]","[11.24626, 9.14062, 'NoInfo', 2.3488, 2.3488]","[1481, 1481, 1700, 1845, 1935]","[1481, 1550, 1800, 1934, 2021]","[[15], [15, 16], [17, 18], [19, 20], [20]]",True,"['Italy', 'NoInfo', 'NoInfo', u'France', u'France']","[43.77925, 48.69096, 'NoInfo', 48.85341, 48.85341]","[11.24626, 9.14062, 'NoInfo', 2.3488, 2.3488]","['accurate', 'accurate', 'NoInfo', 'accurate', 'accurate']",https://data.cerl.org/mei/02140985,"['accurate', 'accurate', 'approx', 'accurate', 'accurate']","['accurate', 'approx', 'approx', 'accurate', 'accurate']","[43.77925, 48.69096, 48.69096, 48.85341, 48.85341]","[11.24626, 9.14062, 9.14062, 2.3488, 2.3488]","[1481, 1481, 1700, 1845, 1935]","[1481, 1550, 1800, 1934, 2021]"
02140771,"{u'country': u'IT', u'short': u'Roma, Biblioteca Corsiniana', u'name': u'Roma, Biblioteca Corsiniana'}",6,"['e-it', u'e-it', u'e-it', u'e-it', u'e-it', u'e-it']","['Italy', 'NoInfo', 'NoInfo', u'Italy', u'Italy', u'Italy']","['Florence', 'NoInfo', 'NoInfo', u'Florence', u'Rome', u'Rome']","[43.77925, 'NoInfo', 'NoInfo', 43.77925, 41.89193, 41.89193]","[11.24626, 'NoInfo', 'NoInfo', 11.24626, 12.51133, 12.51133]","[1481, 1481, 1481, 1501, 1754, 1883]","[1481, 1600, 1600, 1600, 1883, 2021]","[[15], [15, 16], [15, 16], [16], [18, 19], [19]]",True,"['Italy', 'Italy', 'Italy', u'Italy', u'Italy', u'Italy']","[43.77925, 42.83333, 42.83333, 43.77925, 41.89193, 41.89193]","[11.24626, 12.83333, 12.83333, 11.24626, 12.51133, 12.51133]","['accurate', 'approx', 'approx', 'accurate', 'accurate', 'accurate']",https://data.cerl.org/mei/02140771,"['accurate', 'accurate', 'accurate', 'accurate', 'accurate', 'accurate']","['accurate', 'approx', 'approx', 'approx', 'accurate', 'accurate']","[43.77925, 42.83333, 42.83333, 43.77925, 41.89193, 41.89193]","[11.24626, 12.83333, 12.83333, 11.24626, 12.51133, 12.51133]","[1481, 1481, 1481, 1501, 1754, 1883]","[1481, 1600, 1600, 1600, 1883, 2021]"
02141568,"{u'country': u'IT', u'short': u'Milano Livio Ambrogio', u'name': u'Milano, Collezione privata Livio Ambrogio'}",8,"['e-it', u'e-it', u'e-it', u'e-it', u'e-it', u'e-it', u'e-it', u'e-it']","['Italy', 'NoInfo', 'NoInfo', u'Italy', u'Italy', u'Italy', u'Italy', 'NoInfo']","['Florence', 'NoInfo', 'NoInfo', u'Florence', u'Florence', u'Florence', u'Florence', 'NoInfo']","[43.77925, 'NoInfo', 'NoInfo', 43.77925, 43.77925, 43.77925, 43.77925, 'NoInfo']","[11.24626, 'NoInfo', 'NoInfo', 11.24626, 11.24626, 11.24626, 11.24626, 'NoInfo']","[1481, 1481, 1481, 1481, 1794, 1805, 1824, 1949]","[1481, 1500, 1600, 1529, 1845, 1868, 1903, 2021]","[[15], [15], [15, 16], [15, 16], [18, 19], [19], [19, 20], [20]]",True,"['Italy', 'Italy', 'Italy', u'Italy', u'Italy', u'Italy', u'Italy', 'Italy']","[43.77925, 42.83333, 42.83333, 43.77925, 43.77925, 43.77925, 43.77925, 42.83333]","[11.24626, 12.83333, 12.83333, 11.24626, 11.24626, 11.24626, 11.24626, 12.83333]","['accurate', 'approx', 'approx', 'accurate', 'accurate', 'accurate', 'accurate', 'approx']",https://data.cerl.org/mei/02141568,"['accurate', 'accurate', 'accurate', 'accurate', 'accurate', 'accurate', 'accurate', 'accurate']","['accurate', 'approx', 'approx', 'accurate', 'accurate', 'accurate', 'accurate', 'accurate']","[43.77925, 42.83333, 42.83333, 43.77925, 43.77925, 43.77925, 43.77925, 42.83333]","[11.24626, 12.83333, 12.83333, 11.24626, 11.24626, 11.24626, 11.24626, 12.83333]","[1481, 1481, 1481, 1481, 1794, 1805, 1824, 1949]","[1481, 1500, 1600, 1529, 1845, 1868, 1903, 2021]"
02141271,"{u'country': u'US', u'short': u'Loyola Marymount Univ. Library', u'name': u'Loyola Marymount Univ. Library'}",3,"['e-it', u'e-it', u'n-us-ca']","['Italy', u'Italy', u'United States']","['Florence', u'Milan', u'Los Angeles']","[43.77925, 45.46427, 34.05223]","[11.24626, 9.18951, -118.24368]","[1481, 1481, 1963]","[1481, 1501, 2021]","[[15], [15, 16], [20]]",True,"['Italy', u'Italy', u'United States']","[43.77925, 45.46427, 34.05223]","[11.24626, 9.18951, -118.24368]","['accurate', 'accurate', 'accurate']",https://data.cerl.org/mei/02141271,"['accurate', 'accurate', 'accurate']","['accurate', 'accurate', 'accurate']","[43.77925, 45.46427, 34.05223]","[11.24626, 9.18951, -118.24368]","[1481, 1481, 1963]","[1481, 1501, 2021]"
02141268,"{u'country': u'US', u'short': u'Williamstown MA, Williams College, Chapin Library ', u'name': u'Williamstown MA, Williams College, Chapin Library '}",4,"['e-it', u'e-it', u'n-us', u'n-us-ma']","['Italy', 'NoInfo', u'United States', u'United States']","['Florence', 'NoInfo', u'New York', u'Williamstown']","[43.77925, 'NoInfo', 40.71427, 42.71202]","[11.24626, 'NoInfo', -74.00597, -73.20372]","[1481, 1481, 1921, 1923]","[1481, 1600, 1936, 2021]","[[15], [15, 16], [20], [20]]",True,"['Italy', 'Italy', u'United States', u'United States']","[43.77925, 42.83333, 40.71427, 42.71202]","[11.24626, 12.83333, -74.00597, -73.20372]","['accurate', 'approx', 'accurate', 'accurate']",https://data.cerl.org/mei/02141268,"['accurate', 'accurate', 'accurate', 'accurate']","['accurate', 'approx', 'accurate', 'accurate']","[43.77925, 42.83333, 40.71427, 42.71202]","[11.24626, 12.83333, -74.00597, -73.20372]","[1481, 1481, 1921, 1923]","[1481, 1600, 1936, 2021]"
02141017,"{u'country': u'IT', u'short': u'Firenze Acc Belle Arti', u'name': u'Firenze, Accademia delle Belle Arti'}",5,"['e-it', u'e-it', u'e-it', u'e-it', u'e-it']","['Italy', 'NoInfo', u'Italy', u'Italy', u'Italy']","['Florence', 'NoInfo', u'Livorno', u'Florence', u'Florence']","[43.77925, 'NoInfo', 43.54427, 43.77925, 43.77925]","[11.24626, 'NoInfo', 10.32615, 11.24626, 11.24626]","[1481, 1601, 1711, 1792, 1810]","[1481, 1800, 1792, 1810, 2021]","[[15], [17, 18], [18], [18, 19], [19]]",True,"['Italy', 'Italy', u'Italy', u'Italy', u'Italy']","[43.77925, 42.83333, 43.54427, 43.77925, 43.77925]","[11.24626, 12.83333, 10.32615, 11.24626, 11.24626]","['accurate', 'approx', 'accurate', 'accurate', 'accurate']",https://data.cerl.org/mei/02141017,"['accurate', 'accurate', 'accurate', 'accurate', 'accurate']","['accurate', 'approx', 'accurate', 'accurate', 'accurate']","[43.77925, 42.83333, 43.54427, 43.77925, 43.77925]","[11.24626, 12.83333, 10.32615, 11.24626, 11.24626]","[1481, 1601, 1711, 1792, 1810]","[1481, 1800, 1792, 1810, 2021]"
