Id,holdingInstitution,NumOfProv,areaCode,placeCountry,plcaeName,plcaeLat,placeLon,timeStart,timeEnd,timeCentury,Today,locationName,locationLat,locationLon,locationType,MEIlink,startType,endType,locationLatFilled,locationLonFilled,timeStartFilled,timeEndFilled
02141554,"{u'country': u'US', u'short': u'Princeton UL', u'name': u'Department of Rare Books and Special Collections, Princeton University'}",6,"['e-it', u'e-it', u'e-it', u'e-uk-en', u'n-us-nj', u'n-us-nj']","['Italy', u'Italy', u'Italy', u'United Kingdom', u'United States', u'United States']","['Florence', u'Italy', u'Florence', u'Oswestry', u'Princeton', u'Princeton']","[43.77925, 42.83333, 43.77925, 52.86195, 40.34872, 40.34872]","[11.24626, 12.83333, 11.24626, -3.05497, -74.65905, -74.65905]","[1481, 1481, 1501, 1806, 1900, 1955]","[1481, 1500, 1600, 1843, 1955, 2021]","[[15], [15], [16], [19], [19, 20], [20]]",True,"['Italy', u'Italy', u'Italy', u'United Kingdom', u'United States', u'United States']","[43.77925, 42.83333, 43.77925, 52.86195, 40.34872, 40.34872]","[11.24626, 12.83333, 11.24626, -3.05497, -74.65905, -74.65905]","['accurate', 'accurate', 'accurate', 'accurate', 'accurate', 'accurate']",https://data.cerl.org/mei/02141554,"['accurate', 'accurate', 'accurate', 'accurate', 'approx', 'accurate']","['accurate', 'approx', 'approx', 'accurate', 'accurate', 'accurate']","[43.77925, 42.83333, 43.77925, 52.86195, 40.34872, 40.34872]","[11.24626, 12.83333, 11.24626, -3.05497, -74.65905, -74.65905]","[1481, 1481, 1501, 1806, 1900, 1955]","[1481, 1500, 1600, 1843, 1955, 2021]"
02141630,"{u'country': u'US', u'short': u'Bowdoin College', u'name': u'Bowdoin College'}",4,"['e-it', 'NoInfo', u'n-us-me', u'n-us-me']","['Italy', 'NoInfo', u'United States', u'United States']","['Florence', 'NoInfo', u'Brunswick', u'Brunswick']","[43.77925, 'NoInfo', 43.91452, 43.91452]","[11.24626, 'NoInfo', -69.96533, -69.96533]","[1481, 1501, 1870, 1970]","[1481, 1600, 1915, 2021]","[[15], [16], [19, 20], [20]]",True,"['Italy', 'NoInfo', u'United States', u'United States']","[43.77925, 'NoInfo', 43.91452, 43.91452]","[11.24626, 'NoInfo', -69.96533, -69.96533]","['accurate', 'NoInfo', 'accurate', 'accurate']",https://data.cerl.org/mei/02141630,"['accurate', 'accurate', 'accurate', 'accurate']","['accurate', 'approx', 'accurate', 'accurate']","[43.77925, 43.77925, 43.91452, 43.91452]","[11.24626, 11.24626, -69.96533, -69.96533]","[1481, 1501, 1870, 1970]","[1481, 1600, 1915, 2021]"
02140711,"{u'country': u'IT', u'short': u'Firenze Ricc', u'name': u'Firenze, Biblioteca Riccardiana'}",4,"['e-it', u'e-it', u'e-it', u'e-it']","['Italy', 'NoInfo', u'Italy', u'Italy']","['Florence', 'NoInfo', u'Florence', u'Florence']","[43.77925, 'NoInfo', 43.77925, 43.77925]","[11.24626, 'NoInfo', 11.24626, 11.24626]","[1481, 1481, 1826, 1850]","[1481, 1600, 1834, 2021]","[[15], [15, 16], [19], [19]]",True,"['Italy', 'Italy', u'Italy', u'Italy']","[43.77925, 42.83333, 43.77925, 43.77925]","[11.24626, 12.83333, 11.24626, 11.24626]","['accurate', 'approx', 'accurate', 'accurate']",https://data.cerl.org/mei/02140711,"['accurate', 'accurate', 'accurate', 'approx']","['accurate', 'approx', 'accurate', 'accurate']","[43.77925, 42.83333, 43.77925, 43.77925]","[11.24626, 12.83333, 11.24626, 11.24626]","[1481, 1481, 1826, 1850]","[1481, 1600, 1834, 2021]"
02141037,"{u'country': u'IT', u'short': u'Firenze Soc Dante', u'name': u'Firenze, Societ\xe0 Dantesca Italiana'}",5,"['e-it', u'e-it', u'e-it', u'e-it', u'e-it']","['Italy', 'NoInfo', u'Italy', u'Italy', u'Italy']","['Florence', 'NoInfo', u'Florence', u'Florence', u'Florence']","[43.77925, 'NoInfo', 43.77925, 43.77925, 43.77925]","[11.24626, 'NoInfo', 11.24626, 11.24626, 11.24626]","[1481, 1481, 1849, 1874, 1907]","[1481, 1500, 1874, 1905, 2021]","[[15], [15], [19], [19, 20], [20]]",True,"['Italy', 'Italy', u'Italy', u'Italy', u'Italy']","[43.77925, 42.83333, 43.77925, 43.77925, 43.77925]","[11.24626, 12.83333, 11.24626, 11.24626, 11.24626]","['accurate', 'approx', 'accurate', 'accurate', 'accurate']",https://data.cerl.org/mei/02141037,"['accurate', 'accurate', 'accurate', 'accurate', 'accurate']","['accurate', 'approx', 'accurate', 'accurate', 'accurate']","[43.77925, 42.83333, 43.77925, 43.77925, 43.77925]","[11.24626, 12.83333, 11.24626, 11.24626, 11.24626]","[1481, 1481, 1849, 1874, 1907]","[1481, 1500, 1874, 1905, 2021]"
02126770,"{u'country': u'IT', u'short': u'Ravenna C', u'name': u'Ravenna, Istituzione Biblioteca Classense'}",14,"['e-it', 'NoInfo', 'NoInfo', 'NoInfo', 'NoInfo', u'e-uk', u'e-uk-en', u'e-uk-en', u'e-uk-en', u'e-uk', u'n-us-ny', u'e-it', u'e-it', u'e-it']","['Italy', 'NoInfo', 'NoInfo', 'NoInfo', 'NoInfo', u'United Kingdom', u'United Kingdom', u'United Kingdom', u'United Kingdom', u'United Kingdom', u'United States', 'NoInfo', 'NoInfo', u'Italy']","['Florence', 'NoInfo', 'NoInfo', 'NoInfo', 'NoInfo', u'London', u'Thenford', u'London', u'Thenford', u'Thenford', u'New York', 'NoInfo', 'NoInfo', u'Ravenna']","[43.77925, 'NoInfo', 'NoInfo', 'NoInfo', 'NoInfo', 51.50853, 52.07689, 51.50853, 52.07689, 52.07689, 40.71427, 'NoInfo', 'NoInfo', 44.41344]","[11.24626, 'NoInfo', 'NoInfo', 'NoInfo', 'NoInfo', -0.12574, -1.24167, -0.12574, -1.24167, -1.24167, -74.00597, 'NoInfo', 'NoInfo', 12.20121]","[1481, 1481, 1481, 1481, 1500, 1791, 1791, 1816, 1824, 1846, 1886, 1886, 1904, 1905]","[1481, 1500, 1500, 1500, 1560, 1791, 1816, 1824, 1846, 1886, 1886, 1904, 1905, 2021]","[[15], [15], [15], [15], [15, 16], [18], [18, 19], [19], [19], [19], [19], [19, 20], [20], [20]]",True,"['Italy', 'NoInfo', 'NoInfo', 'NoInfo', 'NoInfo', u'United Kingdom', u'United Kingdom', u'United Kingdom', u'United Kingdom', u'United Kingdom', u'United States', 'Italy', 'Italy', u'Italy']","[43.77925, 'NoInfo', 'NoInfo', 'NoInfo', 'NoInfo', 51.50853, 52.07689, 51.50853, 52.07689, 52.07689, 40.71427, 42.83333, 42.83333, 44.41344]","[11.24626, 'NoInfo', 'NoInfo', 'NoInfo', 'NoInfo', -0.12574, -1.24167, -0.12574, -1.24167, -1.24167, -74.00597, 12.83333, 12.83333, 12.20121]","['accurate', 'NoInfo', 'NoInfo', 'NoInfo', 'NoInfo', 'accurate', 'accurate', 'accurate', 'accurate', 'accurate', 'accurate', 'approx', 'approx', 'accurate']",https://data.cerl.org/mei/02126770,"['accurate', 'accurate', 'accurate', 'accurate', 'approx', 'accurate', 'accurate', 'accurate', 'accurate', 'accurate', 'accurate', 'accurate', 'accurate', 'accurate']","['accurate', 'approx', 'approx', 'approx', 'accurate', 'accurate', 'accurate', 'accurate', 'accurate', 'accurate', 'accurate', 'accurate', 'accurate', 'accurate']","[43.77925, 43.77925, 43.77925, 43.77925, 43.77925, 51.50853, 52.07689, 51.50853, 52.07689, 52.07689, 40.71427, 42.83333, 42.83333, 44.41344]","[11.24626, 11.24626, 11.24626, 11.24626, 11.24626, -0.12574, -1.24167, -0.12574, -1.24167, -1.24167, -74.00597, 12.83333, 12.83333, 12.20121]","[1481, 1481, 1481, 1481, 1500, 1791, 1791, 1816, 1824, 1846, 1886, 1886, 1904, 1905]","[1481, 1500, 1500, 1500, 1560, 1791, 1816, 1824, 1846, 1886, 1886, 1904, 1905, 2021]"
02140741,"{u'country': u'IT', u'short': u'Napoli N', u'name': u'Napoli, Biblioteca Nazionale Vittorio Emanuele III'}",4,"['e-it', u'e-it', 'NoInfo', u'e-it']","['Italy', u'Italy', 'NoInfo', u'Italy']","['Florence', u'Florence', 'NoInfo', u'Naples']","[43.77925, 43.77925, 'NoInfo', 40.85216]","[11.24626, 11.24626, 'NoInfo', 14.26811]","[1481, 1562, 1701, 1804]","[1481, 1562, 1800, 2021]","[[15], [16], [18], [19]]",True,"['Italy', u'Italy', 'NoInfo', u'Italy']","[43.77925, 43.77925, 'NoInfo', 40.85216]","[11.24626, 11.24626, 'NoInfo', 14.26811]","['accurate', 'accurate', 'NoInfo', 'accurate']",https://data.cerl.org/mei/02140741,"['accurate', 'accurate', 'accurate', 'accurate']","['accurate', 'accurate', 'approx', 'accurate']","[43.77925, 43.77925, 43.77925, 40.85216]","[11.24626, 11.24626, 11.24626, 14.26811]","[1481, 1562, 1701, 1804]","[1481, 1562, 1800, 2021]"
02141490,"{u'country': u'US', u'short': u' LC', u'name': u' Library of Congress, Rare Book Division'}",5,"['e-it', 'NoInfo', 'NoInfo', u'e-gx', u'n-us-dc']","['Italy', 'NoInfo', 'NoInfo', 'NoInfo', u'United States']","['Florence', 'NoInfo', 'NoInfo', 'NoInfo', u'Washington']","[43.77925, 'NoInfo', 'NoInfo', 'NoInfo', 38.89511]","[11.24626, 'NoInfo', 'NoInfo', 'NoInfo', -77.03637]","[1481, 1501, 'NoInfo', 'NoInfo', 1932]","[1481, 1600, 'NoInfo', 1930, 2021]","[[15], [16], 'NoInfo', [15, 16, 17, 18, 19, 20], [20]]",True,"['Italy', 'NoInfo', 'NoInfo', 'Vatican City', u'United States']","[43.77925, 'NoInfo', 'NoInfo', 41.90268, 38.89511]","[11.24626, 'NoInfo', 'NoInfo', 12.45414, -77.03637]","['accurate', 'NoInfo', 'NoInfo', 'approx', 'accurate']",https://data.cerl.org/mei/02141490,"['accurate', 'accurate', 'NoInfo', 'NoInfo', 'accurate']","['accurate', 'approx', 'NoInfo', 'accurate', 'accurate']","[43.77925, 43.77925, 43.77925, 41.90268, 38.89511]","[11.24626, 11.24626, 11.24626, 12.45414, -77.03637]","[1481, 1501, 1501, 1501, 1932]","[1481, 1600, 1600, 1930, 2021]"
02141263,"{u'country': u'US', u'short': u'Harvard Houghton', u'name': u'Cambridge MA, Harvard Library, Houghton Library'}",8,"['e-it', u'e-it', u'e-uk-en', u'e-uk-en', u'e-uk', u'e-uk', u'n-us-ma', u'n-us-ma']","['Italy', 'NoInfo', u'United Kingdom', 'NoInfo', 'NoInfo', u'United Kingdom', u'United States', u'United States']","['Florence', 'NoInfo', u'London', 'NoInfo', 'NoInfo', u'London', u'Boston', u'Cambridge']","[43.77925, 'NoInfo', 51.50853, 'NoInfo', 'NoInfo', 51.50853, 42.35843, 42.3751]","[11.24626, 'NoInfo', -0.12574, 'NoInfo', 'NoInfo', -0.12574, -71.05977, -71.10561]","[1481, 1481, 1810, 1845, 1845, 1868, 1875, 1919]","[1481, 1700, 1843, 1845, 1868, 1875, 1919, 2021]","[[15], [15, 16, 17], [19], [19], [19], [19], [19, 20], [20]]",True,"['Italy', 'Italy', u'United Kingdom', 'United Kingdom', 'United Kingdom', u'United Kingdom', u'United States', u'United States']","[43.77925, 42.83333, 51.50853, 54.75844, 54.75844, 51.50853, 42.35843, 42.3751]","[11.24626, 12.83333, -0.12574, -2.69531, -2.69531, -0.12574, -71.05977, -71.10561]","['accurate', 'approx', 'accurate', 'approx', 'approx', 'accurate', 'accurate', 'accurate']",https://data.cerl.org/mei/02141263,"['accurate', 'accurate', 'accurate', 'accurate', 'accurate', 'accurate', 'accurate', 'accurate']","['accurate', 'approx', 'accurate', 'accurate', 'accurate', 'accurate', 'accurate', 'accurate']","[43.77925, 42.83333, 51.50853, 54.75844, 54.75844, 51.50853, 42.35843, 42.3751]","[11.24626, 12.83333, -0.12574, -2.69531, -2.69531, -0.12574, -71.05977, -71.10561]","[1481, 1481, 1810, 1845, 1845, 1868, 1875, 1919]","[1481, 1700, 1843, 1845, 1868, 1875, 1919, 2021]"
02141270,"{u'country': u'US', u'short': u'The Newberry Library', u'name': u'The Newberry Library'}",4,"['e-it', 'NoInfo', u'n-us-oh', u'n-us-il']","['Italy', 'NoInfo', u'United States', u'United States']","['Florence', 'NoInfo', u'Cincinnati', u'Chicago']","[43.77925, 'NoInfo', 39.12711, 41.85003]","[11.24626, 'NoInfo', -84.51439, -87.65005]","[1481, 1701, 1820, 1890]","[1481, 1800, 1890, 2021]","[[15], [18], [19], [19]]",True,"['Italy', 'NoInfo', u'United States', u'United States']","[43.77925, 'NoInfo', 39.12711, 41.85003]","[11.24626, 'NoInfo', -84.51439, -87.65005]","['accurate', 'NoInfo', 'accurate', 'accurate']",https://data.cerl.org/mei/02141270,"['accurate', 'accurate', 'accurate', 'accurate']","['accurate', 'approx', 'accurate', 'accurate']","[43.77925, 43.77925, 39.12711, 41.85003]","[11.24626, 11.24626, -84.51439, -87.65005]","[1481, 1701, 1820, 1890]","[1481, 1800, 1890, 2021]"
02140994,"{u'country': u'DE', u'short': u'Hamburg Kunsthalle', u'name': u'Hamburg, Bibliothek der Hamburger Kunsthalle'}",4,"['e-it', u'e-fr', u'e-gx', u'e-gx']","['Italy', u'France', u'Germany', u'Germany']","['Florence', u'Paris', u'Hamburg', u'Hamburg']","[43.77925, 48.85341, 53.55073, 53.55073]","[11.24626, 2.3488, 9.99302, 9.99302]","[1481, 1731, 'NoInfo', 1863]","[1481, 1788, 1863, 2021]","[[15], [18], [15, 16, 17, 18, 19], [19]]",True,"['Italy', u'France', u'Germany', u'Germany']","[43.77925, 48.85341, 53.55073, 53.55073]","[11.24626, 2.3488, 9.99302, 9.99302]","['accurate', 'accurate', 'accurate', 'accurate']",https://data.cerl.org/mei/02140994,"['accurate', 'accurate', 'NoInfo', 'accurate']","['accurate', 'accurate', 'accurate', 'accurate']","[43.77925, 48.85341, 53.55073, 53.55073]","[11.24626, 2.3488, 9.99302, 9.99302]","[1481, 1731, 1731, 1863]","[1481, 1788, 1863, 2021]"
02141186,"{u'country': u'GB', u'short': u'Manchester JRL', u'name': u'Manchester, John Rylands University Library'}",8,"['e-it', u'e-it', u'e-it', u'e-it', u'e-uk-en', u'e-uk', u'e-uk', u'e-uk']","['Italy', 'NoInfo', u'Italy', 'NoInfo', u'United Kingdom', 'NoInfo', u'United Kingdom', u'United Kingdom']","['Florence', 'NoInfo', u'Florence', 'NoInfo', u'Althorp', None, u'Manchester', u'Manchester']","[43.77925, 'NoInfo', 43.77925, 'NoInfo', 52.28107, 'NoInfo', 53.48095, 53.48095]","[11.24626, 'NoInfo', 11.24626, 'NoInfo', -1.00095, 'NoInfo', -2.23743, -2.23743]","[1481, 1481, 1481, 1501, 1807, 1835, 1892, 1892]","[1481, 1500, 'NoInfo', 1600, 1834, 1892, 1892, 2021]","[[15], [15], [15], [16], [19], [19], [19], [19]]",True,"['Italy', 'Italy', u'Italy', 'Italy', u'United Kingdom', 'NoInfo', u'United Kingdom', u'United Kingdom']","[43.77925, 42.83333, 43.77925, 42.83333, 52.28107, 'NoInfo', 53.48095, 53.48095]","[11.24626, 12.83333, 11.24626, 12.83333, -1.00095, 'NoInfo', -2.23743, -2.23743]","['accurate', 'approx', 'accurate', 'approx', 'accurate', 'accurate', 'accurate', 'accurate']",https://data.cerl.org/mei/02141186,"['accurate', 'accurate', 'accurate', 'accurate', 'accurate', 'accurate', 'accurate', 'accurate']","['accurate', 'approx', 'NoInfo', 'approx', 'accurate', 'accurate', 'accurate', 'accurate']","[43.77925, 42.83333, 43.77925, 42.83333, 52.28107, 52.28107, 53.48095, 53.48095]","[11.24626, 12.83333, 11.24626, 12.83333, -1.00095, -1.00095, -2.23743, -2.23743]","[1481, 1481, 1481, 1501, 1807, 1835, 1892, 1892]","[1481, 1500, 1500, 1600, 1834, 1892, 1892, 2021]"
02141489,"{u'country': u'US', u'short': u'Washington LoC', u'name': u'Washington DC, Library of Congress, Lessing J. Rosenwald Collection'}",5,"['e-it', u'e-uk-en', u'n-us-ny', u'n-us-pa', u'n-us-dc']","['Italy', u'United Kingdom', u'United States', u'United States', u'United States']","['Florence', u'London', u'New York', u'Jenkintown', u'Washington']","[43.77925, 51.50853, 40.71427, 40.09594, 38.89511]","[11.24626, -0.12574, -74.00597, -75.12517, -77.03637]","[1481, 1860, 'NoInfo', 1935, 1943]","[1481, 1927, 1935, 1943, 2021]","[[15], [19, 20], [15, 16, 17, 18, 19, 20], [20], [20]]",True,"['Italy', u'United Kingdom', u'United States', u'United States', u'United States']","[43.77925, 51.50853, 40.71427, 40.09594, 38.89511]","[11.24626, -0.12574, -74.00597, -75.12517, -77.03637]","['accurate', 'accurate', 'accurate', 'accurate', 'accurate']",https://data.cerl.org/mei/02141489,"['accurate', 'accurate', 'NoInfo', 'accurate', 'accurate']","['accurate', 'accurate', 'accurate', 'accurate', 'accurate']","[43.77925, 51.50853, 40.71427, 40.09594, 38.89511]","[11.24626, -0.12574, -74.00597, -75.12517, -77.03637]","[1481, 1860, 1860, 1935, 1943]","[1481, 1927, 1935, 1943, 2021]"
02140943,"{u'country': u'BE', u'short': u'Li\xe8ge, BU', u'name': u""Li\xe8ge, Biblioth\xe8que de l'Universit\xe9""}",2,"['e-it', u'e-fr']","['Italy', u'Belgium']","['Florence', u'Li\xe8ge']","[43.77925, 50.63373]","[11.24626, 5.56749]","[1481, 1817]","[1481, 2021]","[[15], [19]]",True,"['Italy', u'Belgium']","[43.77925, 50.63373]","[11.24626, 5.56749]","['accurate', 'accurate']",https://data.cerl.org/mei/02140943,"['accurate', 'accurate']","['accurate', 'accurate']","[43.77925, 50.63373]","[11.24626, 5.56749]","[1481, 1817]","[1481, 2021]"
02140632,"{u'country': u'FR', u'short': u'Paris BN', u'name': u'Paris, Biblioth\xe8que nationale de France'}",5,"['e-it', u'e-it', u'e-it', u'e-fr', u'e-fr']","['Italy', 'NoInfo', u'Italy', u'France', u'France']","['Florence', 'NoInfo', u'Rome', u'Paris', u'Paris']","[43.77925, 'NoInfo', 41.89193, 48.85341, 48.85341]","[11.24626, 'NoInfo', 12.51133, 2.3488, 2.3488]","[1481, 1500, 1733, 1788, 1792]","[1481, 'NoInfo', 1783, 1792, 2021]","[[15], [15], [18], [18], [18]]",True,"['Italy', 'Italy', u'Italy', u'France', u'France']","[43.77925, 42.83333, 41.89193, 48.85341, 48.85341]","[11.24626, 12.83333, 12.51133, 2.3488, 2.3488]","['accurate', 'approx', 'accurate', 'accurate', 'accurate']",https://data.cerl.org/mei/02140632,"['accurate', 'approx', 'accurate', 'accurate', 'accurate']","['accurate', 'NoInfo', 'accurate', 'accurate', 'accurate']","[43.77925, 42.83333, 41.89193, 48.85341, 48.85341]","[11.24626, 12.83333, 12.51133, 2.3488, 2.3488]","[1481, 1500, 1733, 1788, 1792]","[1481, 1481, 1783, 1792, 2021]"
02141738,"{u'country': u'FR', u'short': u'Paris BN', u'name': u'Paris, Biblioth\xe8que nationale de France'}",4,"['e-it', u'e-fr', u'e-fr', u'e-fr']","['Italy', u'France', u'France', u'France']","['Florence', u'Paris', u'Paris', u'Paris']","[43.77925, 48.85341, 48.85341, 48.85341]","[11.24626, 2.3488, 2.3488, 2.3488]","[1481, 'NoInfo', 1838, 1838]","[1481, 1838, 1838, 2021]","[[15], [15, 16, 17, 18, 19], [19], [19]]",True,"['Italy', u'France', u'France', u'France']","[43.77925, 48.85341, 48.85341, 48.85341]","[11.24626, 2.3488, 2.3488, 2.3488]","['accurate', 'accurate', 'accurate', 'accurate']",https://data.cerl.org/mei/02141738,"['accurate', 'NoInfo', 'accurate', 'accurate']","['accurate', 'accurate', 'accurate', 'accurate']","[43.77925, 48.85341, 48.85341, 48.85341]","[11.24626, 2.3488, 2.3488, 2.3488]","[1481, 1481, 1838, 1838]","[1481, 1838, 1838, 2021]"
02141737,"{u'country': u'FR', u'short': u'Paris BN', u'name': u'Paris, Biblioth\xe8que nationale de France'}",3,"['e-it', u'e-fr', u'e-fr']","['Italy', u'France', u'France']","['Florence', u'Paris', u'Paris']","[43.77925, 48.85341, 48.85341]","[11.24626, 2.3488, 2.3488]","[1481, 'NoInfo', 1784]","[1481, 1784, 2021]","[[15], [15, 16, 17, 18], [18]]",True,"['Italy', u'France', u'France']","[43.77925, 48.85341, 48.85341]","[11.24626, 2.3488, 2.3488]","['accurate', 'accurate', 'accurate']",https://data.cerl.org/mei/02141737,"['accurate', 'NoInfo', 'accurate']","['accurate', 'accurate', 'accurate']","[43.77925, 48.85341, 48.85341]","[11.24626, 2.3488, 2.3488]","[1481, 1481, 1784]","[1481, 1784, 2021]"
02141741,"{u'country': u'DE', u'short': u'Gutenberg-Museum', u'name': u'Gutenberg-Museum'}",1,['e-it'],['Italy'],['Florence'],[43.77925],[11.24626],[1481],[1481],[[15]],False,['Italy'],[43.77925],[11.24626],['accurate'],https://data.cerl.org/mei/02141741,['accurate'],['accurate'],[43.77925],[11.24626],[1481],[1481]
02001008,"{u'country': u'GB', u'short': u'London BL', u'name': u'London, British Library', u'isil': u'GB-Uk'}",3,"['e-it', u'e-uk', u'e-uk']","['Italy', u'United Kingdom', u'United Kingdom']","['Florence', u'London', u'London']","[43.77925, 51.50853, 51.50853]","[11.24626, -0.12574, -0.12574]","[1481, 1755, 1847]","[1481, 1846, 2021]","[[15], [18, 19], [19]]",True,"['Italy', u'United Kingdom', u'United Kingdom']","[43.77925, 51.50853, 51.50853]","[11.24626, -0.12574, -0.12574]","['accurate', 'accurate', 'accurate']",https://data.cerl.org/mei/02001008,"['accurate', 'accurate', 'accurate']","['accurate', 'accurate', 'accurate']","[43.77925, 51.50853, 51.50853]","[11.24626, -0.12574, -0.12574]","[1481, 1755, 1847]","[1481, 1846, 2021]"
02141599,"{u'country': u'DE', u'isil': u'DE-B11k', u'name': u' Berlin, Kupferstich Kabinett', u'short': u'Berlin, Kupferstich Kabinett'}",4,"['e-it', 'NoInfo', u'e-gx', u'e-gx']","['Italy', 'NoInfo', u'Germany', u'Germany']","['Florence', 'NoInfo', u'Berlin', u'Berlin']","[43.77925, 'NoInfo', 52.52437, 52.52437]","[11.24626, 'NoInfo', 13.41053, 13.41053]","[1481, 1501, 1800, 1850]","[1481, 1600, 1846, 2021]","[[15], [16], [18, 19], [19]]",True,"['Italy', 'NoInfo', u'Germany', u'Germany']","[43.77925, 'NoInfo', 52.52437, 52.52437]","[11.24626, 'NoInfo', 13.41053, 13.41053]","['accurate', 'NoInfo', 'accurate', 'accurate']",https://data.cerl.org/mei/02141599,"['accurate', 'accurate', 'approx', 'approx']","['accurate', 'approx', 'accurate', 'accurate']","[43.77925, 43.77925, 52.52437, 52.52437]","[11.24626, 11.24626, 13.41053, 13.41053]","[1481, 1501, 1800, 1850]","[1481, 1600, 1846, 2021]"
02141629,"{u'country': u'DE', u'isil': u'DE-B11a', u'name': u'Berlin, Staatl. Museen PK, Kunstbibliothek', u'short': u'BerlinKunstB'}",4,"['e-it', 'NoInfo', u'e-gx', u'e-gx']","['Italy', 'NoInfo', u'Germany', u'Germany']","['Florence', 'NoInfo', u'Berlin', u'Berlin']","[43.77925, 'NoInfo', 52.52437, 52.52437]","[11.24626, 'NoInfo', 13.41053, 13.41053]","[1481, 1501, 1880, 1906]","[1481, 1600, 1904, 2021]","[[15], [16], [19, 20], [20]]",True,"['Italy', 'NoInfo', u'Germany', u'Germany']","[43.77925, 'NoInfo', 52.52437, 52.52437]","[11.24626, 'NoInfo', 13.41053, 13.41053]","['accurate', 'NoInfo', 'accurate', 'accurate']",https://data.cerl.org/mei/02141629,"['accurate', 'accurate', 'accurate', 'accurate']","['accurate', 'approx', 'accurate', 'accurate']","[43.77925, 43.77925, 52.52437, 52.52437]","[11.24626, 11.24626, 13.41053, 13.41053]","[1481, 1501, 1880, 1906]","[1481, 1600, 1904, 2021]"
02141643,"{u'country': u'CH', u'short': u'Gen\xe8ve Bodmer ', u'name': u'Cologny, Fondation Martin Bodmer'}",3,"['e-it', 'NoInfo', u'e-sz']","['Italy', 'NoInfo', u'Switzerland']","['Florence', 'NoInfo', u'Cologny']","[43.77925, 'NoInfo', 46.21672]","[11.24626, 'NoInfo', 6.18041]","[1481, 1833, 1951]","[1481, 1861, 2021]","[[15], [19], [20]]",True,"['Italy', 'NoInfo', u'Switzerland']","[43.77925, 'NoInfo', 46.21672]","[11.24626, 'NoInfo', 6.18041]","['accurate', 'NoInfo', 'accurate']",https://data.cerl.org/mei/02141643,"['accurate', 'accurate', 'accurate']","['accurate', 'accurate', 'accurate']","[43.77925, 43.77925, 46.21672]","[11.24626, 11.24626, 6.18041]","[1481, 1833, 1951]","[1481, 1861, 2021]"
02140783,"{u'country': u'IT', u'short': u'Siena C', u'name': u'Siena, Biblioteca Comunale degli Intronati'}",3,"['e-it', u'e-it', u'e-it']","['Italy', 'NoInfo', u'Italy']","['Florence', 'NoInfo', u'Siena']","[43.77925, 'NoInfo', 43.31822]","[11.24626, 'NoInfo', 11.33064]","[1481, 1481, 1758]","[1481, 1600, 2021]","[[15], [15, 16], [18]]",True,"['Italy', 'Italy', u'Italy']","[43.77925, 42.83333, 43.31822]","[11.24626, 12.83333, 11.33064]","['accurate', 'approx', 'accurate']",https://data.cerl.org/mei/02140783,"['accurate', 'accurate', 'accurate']","['accurate', 'approx', 'accurate']","[43.77925, 42.83333, 43.31822]","[11.24626, 12.83333, 11.33064]","[1481, 1481, 1758]","[1481, 1600, 2021]"
02141600,"{u'country': u'DE', u'short': u'Dresden KupferstichKab ', u'name': u'Dresden, Staatlichen Kunstsammlungen Kupferstichkabinett'}",3,"['e-it', u'e-gx', u'e-gx']","['Italy', u'Germany', u'Germany']","['Florence', u'Dresden', u'Dresden']","[43.77925, 51.05089, 51.05089]","[11.24626, 13.73832, 13.73832]","[1481, 1853, 1853]","[1481, 1865, 2021]","[[15], [19], [19]]",True,"['Italy', u'Germany', u'Germany']","[43.77925, 51.05089, 51.05089]","[11.24626, 13.73832, 13.73832]","['accurate', 'accurate', 'accurate']",https://data.cerl.org/mei/02141600,"['accurate', 'accurate', 'accurate']","['accurate', 'accurate', 'accurate']","[43.77925, 51.05089, 51.05089]","[11.24626, 13.73832, 13.73832]","[1481, 1853, 1853]","[1481, 1865, 2021]"
02141601,"{u'country': u'DE', u'short': u'Dresden KupferstichKab ', u'name': u'Dresden, Staatlichen Kunstsammlungen Kupferstichkabinett'}",2,"['e-it', u'e-gx']","['Italy', u'Germany']","['Florence', u'Dresden']","[43.77925, 51.05089]","[11.24626, 13.73832]","[1481, 'NoInfo']","[1481, 2021]","[[15], 'NoInfo']",True,"['Italy', u'Germany']","[43.77925, 51.05089]","[11.24626, 13.73832]","['accurate', 'accurate']",https://data.cerl.org/mei/02141601,"['accurate', 'NoInfo']","['accurate', 'accurate']","[43.77925, 51.05089]","[11.24626, 13.73832]","[1481, 1481]","[1481, 2021]"
