group,variable,value
19.0,2016450,2
19.0,2019494,1
19.0,2117472,1
19.0,2126770,4
19.0,2128758,0
19.0,2129250,2
19.0,2130036,0
19.0,2138497,1
19.0,2140612,0
19.0,2140613,0
19.0,2140616,1
19.0,2140623,1
19.0,2140630,1
19.0,2140632,1
19.0,2140633,1
19.0,2140634,1
19.0,2140635,1
19.0,2140643,1
19.0,2140648,0
19.0,2140668,0
19.0,2140675,2
19.0,2140676,0
19.0,2140685,1
19.0,2140686,2
19.0,2140687,1
19.0,2140700,1
19.0,2140701,1
19.0,2140702,1
19.0,2140703,2
19.0,2140704,2
19.0,2140709,1
19.0,2140711,2
19.0,2140723,0
19.0,2140725,2
19.0,2140726,2
19.0,2140731,1
19.0,2140732,0
19.0,2140738,2
19.0,2140739,1
19.0,2140741,1
19.0,2140745,2
19.0,2140750,2
19.0,2140751,2
19.0,2140752,1
19.0,2140753,0
19.0,2140760,2
19.0,2140761,0
19.0,2140770,0
19.0,2140771,1
19.0,2140776,1
19.0,2140781,1
19.0,2140783,1
19.0,2140784,1
19.0,2140795,2
19.0,2140828,1
19.0,2140829,1
19.0,2140849,1
19.0,2140855,1
19.0,2140856,1
19.0,2140943,1
19.0,2140961,0
19.0,2140985,1
19.0,2140988,1
19.0,2140991,1
19.0,2140994,0
19.0,2141004,2
19.0,2141016,1
19.0,2141017,2
19.0,2141029,0
19.0,2141034,0
19.0,2141035,1
19.0,2141037,1
19.0,2141048,1
19.0,2141082,2
19.0,2141086,1
19.0,2141097,1
19.0,2141098,1
19.0,2141099,3
19.0,2141102,1
19.0,2141108,0
19.0,2141109,2
19.0,2141110,1
19.0,2141115,0
19.0,2141122,1
19.0,2141143,1
19.0,2141147,0
19.0,2141148,2
19.0,2141160,3
19.0,2141168,1
19.0,2141180,2
19.0,2141186,2
19.0,2141191,1
19.0,2141192,0
19.0,2141203,0
19.0,2141204,0
19.0,2141227,0
19.0,2141240,2
19.0,2141250,1
19.0,2141251,1
19.0,2141263,3
19.0,2141267,0
19.0,2141268,0
19.0,2141270,1
19.0,2141271,0
19.0,2141280,1
19.0,2141338,0
19.0,2141340,1
19.0,2141350,2
19.0,2141376,0
19.0,2141400,1
19.0,2141406,1
19.0,2141427,1
19.0,2141428,0
19.0,2141433,0
19.0,2141434,1
19.0,2141439,0
19.0,2141440,0
19.0,2141444,1
19.0,2141456,0
19.0,2141466,0
19.0,2141489,0
19.0,2141490,0
19.0,2141491,1
19.0,2141492,2
19.0,2141529,0
19.0,2141530,2
19.0,2141553,6
19.0,2141554,1
19.0,2141555,1
19.0,2141556,0
19.0,2141557,3
19.0,2141558,0
19.0,2141568,3
19.0,2141588,2
19.0,2141596,2
19.0,2141598,0
19.0,2141599,2
19.0,2141600,0
19.0,2141601,0
19.0,2141603,0
19.0,2141605,1
19.0,2141614,0
19.0,2141620,0
19.0,2141622,0
19.0,2141625,1
19.0,2141627,0
19.0,2141629,0
19.0,2141630,0
19.0,2141643,1
19.0,2141717,1
19.0,2141737,1
19.0,2141738,3
19.0,2141739,1
19.0,2141741,0
19.0,2142772,1
19.0,2142777,1
19.0,2142781,2
19.0,2142782,2
19.0,2144949,0
19.0,2144952,1
19.0,2145052,1
19.5,201623,2
19.5,559810,1
19.5,2001008,1
19.5,2001009,1
19.5,2001010,1
19.5,2001011,1
19.5,2007303,0
19.5,2011395,0
19.5,2011876,1
19.5,2013774,3
19.5,2013814,4
19.5,2013851,1
19.5,2016450,1
19.5,2019494,1
19.5,2117472,1
19.5,2126770,3
19.5,2128758,0
19.5,2129250,2
19.5,2130036,0
19.5,2138497,0
19.5,2140612,0
19.5,2140613,0
19.5,2140616,1
19.5,2140623,1
19.5,2140630,1
19.5,2140632,1
19.5,2140633,1
19.5,2140634,1
19.5,2140635,1
19.5,2140643,1
19.5,2140648,0
19.5,2140668,0
19.5,2140675,1
19.5,2140676,0
19.5,2140685,1
19.5,2140686,1
19.5,2140687,1
19.5,2140700,2
19.5,2140701,2
19.5,2140702,2
19.5,2140703,1
19.5,2140704,2
19.5,2140709,1
19.5,2140711,1
19.5,2140723,2
19.5,2140725,1
19.5,2140726,1
19.5,2140731,1
19.5,2140732,1
19.5,2140738,1
19.5,2140739,2
19.5,2140741,1
19.5,2140745,2
19.5,2140750,1
19.5,2140751,2
19.5,2140752,1
19.5,2140753,2
19.5,2140760,1
19.5,2140761,0
19.5,2140770,1
19.5,2140771,2
19.5,2140776,1
19.5,2140781,1
19.5,2140783,1
19.5,2140784,1
19.5,2140795,1
19.5,2140828,2
19.5,2140829,2
19.5,2140849,3
19.5,2140855,1
19.5,2140856,1
19.5,2140943,1
19.5,2140961,1
19.5,2140985,1
19.5,2140988,1
19.5,2140991,0
19.5,2140994,2
19.5,2141004,1
19.5,2141016,1
19.5,2141017,1
19.5,2141029,0
19.5,2141034,0
19.5,2141035,2
19.5,2141037,2
19.5,2141048,2
19.5,2141082,1
19.5,2141086,2
19.5,2141097,2
19.5,2141098,2
19.5,2141099,1
19.5,2141102,1
19.5,2141108,0
19.5,2141109,1
19.5,2141110,1
19.5,2141115,2
19.5,2141122,1
19.5,2141143,6
19.5,2141147,0
19.5,2141148,1
19.5,2141160,1
19.5,2141168,1
19.5,2141180,3
19.5,2141186,3
19.5,2141191,1
19.5,2141192,0
19.5,2141203,0
19.5,2141204,2
19.5,2141227,2
19.5,2141240,2
19.5,2141250,0
19.5,2141251,2
19.5,2141263,3
19.5,2141267,0
19.5,2141268,0
19.5,2141270,2
19.5,2141271,0
19.5,2141280,1
19.5,2141338,0
19.5,2141340,1
19.5,2141350,1
19.5,2141376,1
19.5,2141400,2
19.5,2141406,1
19.5,2141427,1
19.5,2141428,1
19.5,2141433,0
19.5,2141434,1
19.5,2141439,1
19.5,2141440,0
19.5,2141444,1
19.5,2141456,0
19.5,2141466,0
19.5,2141489,1
19.5,2141490,0
19.5,2141491,2
19.5,2141492,1
19.5,2141529,0
19.5,2141530,1
19.5,2141553,6
19.5,2141554,1
19.5,2141555,1
19.5,2141556,2
19.5,2141557,4
19.5,2141558,0
19.5,2141568,2
19.5,2141588,4
19.5,2141596,2
19.5,2141598,0
19.5,2141599,1
19.5,2141600,2
19.5,2141601,0
19.5,2141603,0
19.5,2141605,1
19.5,2141614,1
19.5,2141620,1
19.5,2141622,1
19.5,2141625,1
19.5,2141627,1
19.5,2141629,1
19.5,2141630,1
19.5,2141643,1
19.5,2141717,1
19.5,2141737,1
19.5,2141738,1
19.5,2141739,1
19.5,2141741,0
19.5,2142772,1
19.5,2142777,1
19.5,2142781,1
19.5,2142782,1
19.5,2144949,0
19.5,2144952,1
19.5,2145052,1
20.0,201623,2
20.0,559810,2
20.0,2001008,1
20.0,2001009,1
20.0,2001010,1
20.0,2001011,1
20.0,2007303,1
20.0,2011395,0
20.0,2011876,1
20.0,2013774,0
20.0,2013814,2
20.0,2013851,1
20.0,2016450,1
20.0,2019494,1
20.0,2117472,1
20.0,2126770,3
20.0,2128758,3
20.0,2129250,5
20.0,2130036,0
20.0,2138497,0
20.0,2140612,0
20.0,2140613,1
20.0,2140616,1
20.0,2140623,1
20.0,2140630,1
20.0,2140632,1
20.0,2140633,1
20.0,2140634,2
20.0,2140635,1
20.0,2140643,1
20.0,2140648,0
20.0,2140668,0
20.0,2140675,1
20.0,2140676,0
20.0,2140685,1
20.0,2140686,1
20.0,2140687,1
20.0,2140700,1
20.0,2140701,1
20.0,2140702,1
20.0,2140703,1
20.0,2140704,1
20.0,2140709,1
20.0,2140711,1
20.0,2140723,2
20.0,2140725,1
20.0,2140726,1
20.0,2140731,1
20.0,2140732,1
20.0,2140738,1
20.0,2140739,1
20.0,2140741,1
20.0,2140745,1
20.0,2140750,1
20.0,2140751,1
20.0,2140752,1
20.0,2140753,1
20.0,2140760,1
20.0,2140761,0
20.0,2140770,1
20.0,2140771,1
20.0,2140776,1
20.0,2140781,1
20.0,2140783,1
20.0,2140784,1
20.0,2140795,1
20.0,2140828,2
20.0,2140829,2
20.0,2140849,2
20.0,2140855,0
20.0,2140856,1
20.0,2140943,1
20.0,2140961,2
20.0,2140985,2
20.0,2140988,1
20.0,2140991,0
20.0,2140994,1
20.0,2141004,1
20.0,2141016,2
20.0,2141017,1
20.0,2141029,0
20.0,2141034,0
20.0,2141035,2
20.0,2141037,2
20.0,2141048,1
20.0,2141082,1
20.0,2141086,1
20.0,2141097,2
20.0,2141098,1
20.0,2141099,1
20.0,2141102,2
20.0,2141108,0
20.0,2141109,1
20.0,2141110,1
20.0,2141115,2
20.0,2141122,1
20.0,2141143,1
20.0,2141147,0
20.0,2141148,1
20.0,2141160,1
20.0,2141168,1
20.0,2141180,4
20.0,2141186,1
20.0,2141191,1
20.0,2141192,4
20.0,2141203,2
20.0,2141204,2
20.0,2141227,1
20.0,2141240,1
20.0,2141250,0
20.0,2141251,1
20.0,2141263,2
20.0,2141267,1
20.0,2141268,2
20.0,2141270,1
20.0,2141271,0
20.0,2141280,2
20.0,2141338,0
20.0,2141340,1
20.0,2141350,1
20.0,2141376,2
20.0,2141400,2
20.0,2141406,1
20.0,2141427,1
20.0,2141428,1
20.0,2141433,2
20.0,2141434,1
20.0,2141439,1
20.0,2141440,0
20.0,2141444,1
20.0,2141456,1
20.0,2141466,1
20.0,2141489,4
20.0,2141490,2
20.0,2141491,2
20.0,2141492,2
20.0,2141529,0
20.0,2141530,1
20.0,2141553,3
20.0,2141554,1
20.0,2141555,1
20.0,2141556,2
20.0,2141557,2
20.0,2141558,0
20.0,2141568,2
20.0,2141588,1
20.0,2141596,1
20.0,2141598,0
20.0,2141599,1
20.0,2141600,1
20.0,2141601,0
20.0,2141603,1
20.0,2141605,1
20.0,2141614,1
20.0,2141620,3
20.0,2141622,3
20.0,2141625,1
20.0,2141627,1
20.0,2141629,2
20.0,2141630,1
20.0,2141643,0
20.0,2141717,1
20.0,2141737,1
20.0,2141738,1
20.0,2141739,1
20.0,2141741,0
20.0,2142772,2
20.0,2142777,2
20.0,2142781,4
20.0,2142782,1
20.0,2144949,3
20.0,2144952,0
20.0,2145052,4
20.5,201623,2
20.5,559810,1
20.5,2001008,1
20.5,2001009,1
20.5,2001010,1
20.5,2001011,1
20.5,2007303,0
20.5,2011395,0
20.5,2011876,1
20.5,2013774,2
20.5,2013814,1
20.5,2013851,2
20.5,2016450,1
20.5,2019494,1
20.5,2117472,1
20.5,2126770,1
20.5,2128758,1
20.5,2129250,1
20.5,2130036,0
20.5,2138497,0
20.5,2140612,0
20.5,2140613,2
20.5,2140616,1
20.5,2140623,1
20.5,2140630,1
20.5,2140632,1
20.5,2140633,1
20.5,2140634,1
20.5,2140635,1
20.5,2140643,1
20.5,2140648,0
20.5,2140668,0
20.5,2140675,1
20.5,2140676,0
20.5,2140685,1
20.5,2140686,1
20.5,2140687,1
20.5,2140700,1
20.5,2140701,1
20.5,2140702,1
20.5,2140703,1
20.5,2140704,1
20.5,2140709,1
20.5,2140711,1
20.5,2140723,1
20.5,2140725,1
20.5,2140726,1
20.5,2140731,1
20.5,2140732,1
20.5,2140738,1
20.5,2140739,2
20.5,2140741,1
20.5,2140745,1
20.5,2140750,1
20.5,2140751,1
20.5,2140752,1
20.5,2140753,1
20.5,2140760,1
20.5,2140761,0
20.5,2140770,1
20.5,2140771,1
20.5,2140776,1
20.5,2140781,1
20.5,2140783,1
20.5,2140784,1
20.5,2140795,1
20.5,2140828,1
20.5,2140829,1
20.5,2140849,3
20.5,2140855,0
20.5,2140856,1
20.5,2140943,1
20.5,2140961,1
20.5,2140985,1
20.5,2140988,1
20.5,2140991,2
20.5,2140994,1
20.5,2141004,1
20.5,2141016,2
20.5,2141017,1
20.5,2141029,1
20.5,2141034,1
20.5,2141035,1
20.5,2141037,1
20.5,2141048,1
20.5,2141082,1
20.5,2141086,1
20.5,2141097,1
20.5,2141098,1
20.5,2141099,1
20.5,2141102,1
20.5,2141108,0
20.5,2141109,1
20.5,2141110,1
20.5,2141115,1
20.5,2141122,1
20.5,2141143,1
20.5,2141147,0
20.5,2141148,1
20.5,2141160,1
20.5,2141168,1
20.5,2141180,2
20.5,2141186,1
20.5,2141191,1
20.5,2141192,1
20.5,2141203,1
20.5,2141204,1
20.5,2141227,1
20.5,2141240,1
20.5,2141250,1
20.5,2141251,1
20.5,2141263,1
20.5,2141267,1
20.5,2141268,1
20.5,2141270,1
20.5,2141271,1
20.5,2141280,3
20.5,2141338,2
20.5,2141340,0
20.5,2141350,1
20.5,2141376,1
20.5,2141400,1
20.5,2141406,1
20.5,2141427,1
20.5,2141428,0
20.5,2141433,1
20.5,2141434,1
20.5,2141439,1
20.5,2141440,1
20.5,2141444,1
20.5,2141456,1
20.5,2141466,2
20.5,2141489,1
20.5,2141490,1
20.5,2141491,1
20.5,2141492,1
20.5,2141529,2
20.5,2141530,1
20.5,2141553,1
20.5,2141554,2
20.5,2141555,1
20.5,2141556,1
20.5,2141557,0
20.5,2141558,1
20.5,2141568,1
20.5,2141588,1
20.5,2141596,1
20.5,2141598,0
20.5,2141599,1
20.5,2141600,1
20.5,2141601,0
20.5,2141603,1
20.5,2141605,1
20.5,2141614,2
20.5,2141620,1
20.5,2141622,1
20.5,2141625,0
20.5,2141627,2
20.5,2141629,1
20.5,2141630,1
20.5,2141643,1
20.5,2141717,1
20.5,2141737,1
20.5,2141738,1
20.5,2141739,1
20.5,2141741,0
20.5,2142772,1
20.5,2142777,1
20.5,2142781,1
20.5,2142782,1
20.5,2144949,1
20.5,2144952,0
20.5,2145052,3
21.0,201623,1
21.0,559810,1
21.0,2001008,1
21.0,2001009,1
21.0,2001010,1
21.0,2001011,1
21.0,2007303,1
21.0,2011395,1
21.0,2011876,1
21.0,2013774,3
21.0,2013814,1
21.0,2013851,3
21.0,2016450,1
21.0,2019494,1
21.0,2117472,1
21.0,2126770,1
21.0,2128758,1
21.0,2129250,1
21.0,2130036,1
21.0,2138497,1
21.0,2140612,1
21.0,2140613,1
21.0,2140616,1
21.0,2140623,1
21.0,2140630,1
21.0,2140632,1
21.0,2140633,1
21.0,2140634,1
21.0,2140635,1
21.0,2140643,1
21.0,2140648,1
21.0,2140668,1
21.0,2140675,1
21.0,2140676,1
21.0,2140685,1
21.0,2140686,1
21.0,2140687,1
21.0,2140700,1
21.0,2140701,1
21.0,2140702,1
21.0,2140703,1
21.0,2140704,1
21.0,2140709,1
21.0,2140711,1
21.0,2140723,1
21.0,2140725,1
21.0,2140726,1
21.0,2140731,1
21.0,2140732,1
21.0,2140738,1
21.0,2140739,1
21.0,2140741,1
21.0,2140745,1
21.0,2140750,1
21.0,2140751,1
21.0,2140752,1
21.0,2140753,1
21.0,2140760,1
21.0,2140761,1
21.0,2140770,1
21.0,2140771,1
21.0,2140776,1
21.0,2140781,1
21.0,2140783,1
21.0,2140784,1
21.0,2140795,1
21.0,2140828,1
21.0,2140829,1
21.0,2140849,1
21.0,2140855,1
21.0,2140856,1
21.0,2140943,1
21.0,2140961,2
21.0,2140985,1
21.0,2140988,1
21.0,2140991,1
21.0,2140994,1
21.0,2141004,1
21.0,2141016,1
21.0,2141017,1
21.0,2141029,1
21.0,2141034,1
21.0,2141035,1
21.0,2141037,1
21.0,2141048,1
21.0,2141082,1
21.0,2141086,1
21.0,2141097,1
21.0,2141098,1
21.0,2141099,1
21.0,2141102,1
21.0,2141108,1
21.0,2141109,1
21.0,2141110,1
21.0,2141115,1
21.0,2141122,1
21.0,2141143,1
21.0,2141147,1
21.0,2141148,1
21.0,2141160,1
21.0,2141168,1
21.0,2141180,1
21.0,2141186,1
21.0,2141191,1
21.0,2141192,1
21.0,2141203,1
21.0,2141204,1
21.0,2141227,1
21.0,2141240,1
21.0,2141250,1
21.0,2141251,1
21.0,2141263,1
21.0,2141267,1
21.0,2141268,1
21.0,2141270,1
21.0,2141271,1
21.0,2141280,1
21.0,2141338,1
21.0,2141340,0
21.0,2141350,1
21.0,2141376,1
21.0,2141400,2
21.0,2141406,1
21.0,2141427,1
21.0,2141428,1
21.0,2141433,1
21.0,2141434,1
21.0,2141439,1
21.0,2141440,1
21.0,2141444,1
21.0,2141456,1
21.0,2141466,1
21.0,2141489,1
21.0,2141490,1
21.0,2141491,1
21.0,2141492,1
21.0,2141529,1
21.0,2141530,1
21.0,2141553,1
21.0,2141554,1
21.0,2141555,1
21.0,2141556,1
21.0,2141557,1
21.0,2141558,1
21.0,2141568,1
21.0,2141588,1
21.0,2141596,1
21.0,2141598,1
21.0,2141599,1
21.0,2141600,1
21.0,2141601,1
21.0,2141603,2
21.0,2141605,1
21.0,2141614,1
21.0,2141620,1
21.0,2141622,1
21.0,2141625,0
21.0,2141627,1
21.0,2141629,1
21.0,2141630,1
21.0,2141643,1
21.0,2141717,1
21.0,2141737,1
21.0,2141738,1
21.0,2141739,1
21.0,2141741,0
21.0,2142772,1
21.0,2142777,1
21.0,2142781,1
21.0,2142782,1
21.0,2144949,1
21.0,2144952,2
21.0,2145052,0
