Id,NumOfPro,Loc,Time,Today,Error
02140675,3,"[[43.77925, 11.24626], [45.15533665, 10.90486405], [48.20849, 16.37208], [48.13743, 11.57549]]","[[1481, 1481], [1550, 1792], [1792, 1824], [1806, 2021]]",True,
02140648,4,"[[43.77925, 11.24626], [43.77925, 11.24626], [None, None], [41.89193, 12.51133], [48.85341, 2.3488]]","[[1481, 1481], [1481, 1501], [1500, 1700], [1717, 1799], [None, 2021]]",True,
02141739,2,"[[43.77925, 11.24626], [43.29695, 5.38107], [48.85341, 2.3488]]","[[1481, 1481], [1766, 1778], [1781, 2021]]",True,
02141717,1,"[[43.77925, 11.24626], [48.20849, 16.37208]]","[[1481, 1481], [1776, 2021]]",True,
02141004,2,"[[43.77925, 11.24626], [47.24878, 6.01815], [47.24878, 6.01815]]","[[1481, 1481], [1753, 1826], [1826, 2021]]",True,
02129250,8,"[[43.77925, 11.24626], [42.6384261, 12.674297], [51.0834196, 10.4234469], [51.50853, -0.12574], [51.32029, -1.54255], [51.50853, -0.12574], [51.50853, -0.12574], [34.1214, -118.10646], [34.1214, -118.10646]]","[[1481, 1481], [1481, 1500], [1800, 1848], [1849, 1878], [1878, 1910], [1912, 1912], [1912, 1918], [1918, 1927], [1927, 2021]]",True,2
02141115,4,"[[43.77925, 11.24626], [None, None], [49.83826, 24.02324], [49.83826, 24.02324], [51.1, 17.03333]]","[[1481, 1481], [None, None], [None, 1853], [1853, 1946], [1946, 2021]]",True,
02013774,12,"[[43.77925, 11.24626], [None, None], [None, None], [None, None], [None, None], [51.50853, -0.12574], [51.50853, -0.12574], [51.50853, -0.12574], [40.32118, -79.37948], [40.71427, -74.00597], [51.50853, -0.12574], [37.98376, 23.72784], [37.98376, 23.72784]]","[[1481, 1481], [1600, 1800], [1600, 1700], [1800, 1900], [1481, 1600], [1800, 1820], [1820, 1853], [1853, 1882], [1960, 1999], [2000, 2000], [2015, 2015], [2015, 2015], [2015, 2021]]",True,
02016450,6,"[[43.77925, 11.24626], [45.54694, 13.72944], [45.15533665, 10.90486405], [43.77925, 11.24626], [45.43713, 12.33265], [45.43713, 12.33265], [45.43713, 12.33265]]","[[1481, 1481], [1481, 1488], [1488, 1525], [1545, 1625], [1690, 1750], [1750, 1810], [1810, 2021]]",True,
02128758,5,"[[43.77925, 11.24626], [42.83333, 12.83333], [42.83333, 12.83333], [40.71427, -74.00597], [40.71427, -74.00597], [42.29649, -71.29256]]","[[1481, 1481], [1481, 1500], [1650, 1750], [1901, 1907], [1907, None], [1907, 2021]]",True,
02140739,4,"[[43.77925, 11.24626], [45.15533665, 10.90486405], [None, None], [44.64783, 10.92539], [44.64783, 10.92539]]","[[1481, 1481], [1601, 1700], [1801, 1900], [1900, 1970], [1970, 2021]]",True,
02140726,5,"[[43.77925, 11.24626], [45.15533665, 10.90486405], [45.15533665, 10.90486405], [48.37154, 10.89851], [48.37154, 10.89851], [48.37154, 10.89851]]","[[1481, 1481], [1481, 1500], [1481, 1700], [1730, None], [1808, None], [1811, 2021]]",True,
02140751,4,"[[43.77925, 11.24626], [45.15533665, 10.90486405], [45.15533665, 10.90486405], [None, None], [44.79935, 10.32618]]","[[1481, 1481], [1501, 1600], [1481, 1600], [1701, 1900], [1761, 2021]]",True,
02141240,6,"[[43.77925, 11.24626], [45.15533665, 10.90486405], [None, None], [55.86515, -4.25763], [55.86515, -4.25763], [55.86515, -4.25763], [55.86515, -4.25763]]","[[1481, 1481], [1481, 1600], [1700, 1800], [None, 1848], [1848, None], [1874, None], [1874, 2021]]",True,
02140723,3,"[[43.77925, 11.24626], [45.15533665, 10.90486405], [44.40478, 8.94439], [44.40478, 8.94439]]","[[1481, 1481], [1501, 1700], [1852, 1935], [1900, 2021]]",True,
02140988,3,"[[43.77925, 11.24626], [45.15533665, 10.90486405], [43.29695, 5.38107], [48.85341, 2.3488]]","[[1481, 1481], [1481, 1500], [1840, 1886], [1902, 2021]]",True,0
02140750,2,"[[43.77925, 11.24626], [40.85216, 14.26811], [40.85216, 14.26811]]","[[1481, 1481], [1812, 1815], [1816, 2021]]",True,
02141098,3,"[[43.77925, 11.24626], [43.77925, 11.24626], [40.72586, 8.55552], [40.72586, 8.55552]]","[[1481, 1481], [1501, 1600], [1800, 1874], [1875, 2021]]",True,
02140752,3,"[[43.77925, 11.24626], [45.15533665, 10.90486405], [43.70853, 10.4036], [43.70853, 10.4036]]","[[1481, 1481], [1481, 1800], [None, None], [1742, 2021]]",True,
02140760,2,"[[43.77925, 11.24626], [43.72123, 11.76642], [43.72123, 11.76642]]","[[1481, 1481], [1745, 1825], [1825, 2021]]",True,
02140687,2,"[[43.77925, 11.24626], [45.15533665, 10.90486405], [44.46667, 11.43333]]","[[1481, 1481], [1481, 1500], [1712, 2021]]",True,
02117472,2,"[[43.77925, 11.24626], [45.15533665, 10.90486405], [48.2082, 16.37169]]","[[1481, 1481], [1481, 1600], [1807, 2021]]",True,
02141109,3,"[[43.77925, 11.24626], [45.15533665, 10.90486405], [45.19205, 9.15917], [45.19205, 9.15917]]","[[1481, 1481], [1481, 1600], [1754, 1835], [1835, 2021]]",True,
02141099,5,"[[43.77925, 11.24626], [45.15533665, 10.90486405], [43.77925, 11.24626], [43.77925, 11.24626], [45.4299, 10.98444], [45.4299, 10.98444]]","[[1481, 1481], [1481, 1600], [1750, 1791], [1791, 1803], [1791, 1808], [1821, 2021]]",True,
02141102,4,"[[43.77925, 11.24626], [45.15533665, 10.90486405], [None, None], [56.59766, 24.20763], [56.946, 24.10589]]","[[1481, 1481], [1481, 1500], [1501, 1600], [1834, 1908], [1919, 2021]]",True,
02141016,5,"[[43.77925, 11.24626], [45.15533665, 10.90486405], [45.15533665, 10.90486405], [45.15533665, 10.90486405], [43.69876, 11.81474], [43.61995, 11.47191]]","[[1481, 1481], [1481, 1500], [1501, 1600], [1481, 1600], [1481, 1985], [1926, 2021]]",True,
02141427,2,"[[43.77925, 11.24626], [45.15533665, 10.90486405], [41.90225, 12.4533]]","[[1481, 1481], [1601, 1700], [1700, 2021]]",True,
02141456,4,"[[43.77925, 11.24626], [45.15533665, 10.90486405], [45.15533665, 10.90486405], [None, None], [41.89193, 12.51133]]","[[1481, 1481], [1481, 1600], [1501, 1600], [1719, 1720], [1913, 2021]]",True,
02140731,4,"[[43.77925, 11.24626], [45.15533665, 10.90486405], [45.15533665, 10.90486405], [44.30905, 8.47715], [43.84369, 10.50447]]","[[1481, 1481], [1481, 1600], [1481, 1600], [1647, 1647], [1794, 2021]]",True,
02141434,6,"[[43.77925, 11.24626], [45.15533665, 10.90486405], [43.65975, 11.18494], [45.15533665, 10.90486405], [45.15533665, 10.90486405], [41.89193, 12.51133], [41.90225, 12.4533]]","[[1481, 1481], [1481, 1500], [1481, None], [1601, 1700], [1501, 1700], [1722, 1746], [1746, 2021]]",True,
02141204,6,"[[43.77925, 11.24626], [43.77925, 11.24626], [48.69096, 9.14062], [43.77925, 11.24626], [44.49381, 11.33875], [42.3751, -71.10561], [42.3751, -71.10561]]","[[1481, 1481], [1481, 1503], [1501, 1600], [1728, 1728], [1871, 1871], [1871, 1905], [1905, 2021]]",True,
02141338,4,"[[43.77925, 11.24626], [45.15533665, 10.90486405], [45.15533665, 10.90486405], [38.13205, 13.33561], [38.13205, 13.33561]]","[[1481, 1481], [1481, 1600], [1481, 1600], [None, 1981], [1981, 2021]]",True,
02141251,4,"[[43.77925, 11.24626], [45.15533665, 10.90486405], [None, None], [42.3751, -71.10561], [None, None]]","[[1481, 1481], [1481, 1600], [None, None], [1816, 1871], [1896, 2021]]",True,
02141492,4,"[[43.77925, 11.24626], [40.85216, 14.26811], [52.28107, -1.00095], [40.71427, -74.00597], [40.71427, -74.00597]]","[[1481, 1481], [1747, 1825], [1819, 1834], [1855, 1912], [1913, 2021]]",True,
02011876,3,"[[43.77925, 11.24626], [45.4389, 12.33092], [45.4389, 12.33092], [48.85341, 2.3488]]","[[1481, 1481], [None, 1797], [1701, 1800], [1797, 2021]]",True,
02013851,6,"[[43.77925, 11.24626], [42.83333, 12.83333], [None, None], [51.7311, 0.67463], [51.50853, -0.12574], [37.98376, 23.72784], [37.98376, 23.72784]]","[[1481, 1481], [1501, 1600], [1800, 1900], [1940, 1963], [2000, 2001], [2015, 2015], [2015, 2021]]",True,
02141340,1,"[[43.77925, 11.24626], [44.40478, 8.94439]]","[[1481, 1481], [1765, 1945]]",False,
02011395,5,"[[43.77925, 11.24626], [43.77925, 11.24626], [None, None], [45.15533665, 10.90486405], [None, None], [45.15533665, 10.90486405]]","[[1481, 1481], [None, 1600], [1801, None], [None, None], [None, None], [None, 2021]]",True,
02141376,2,"[[43.77925, 11.24626], [43.77925, 11.24626], [43.77925, 11.24626]]","[[1481, 1481], [1894, 1916], [1921, 2021]]",True,
02141406,3,"[[43.77925, 11.24626], [45.15533665, 10.90486405], [50.85045, 4.34878], [44.29546, 9.99271]]","[[1481, 1481], [1481, 1700], [1850, 1890], [1929, 2012]]",False,
02019494,3,"[[43.77925, 11.24626], [None, None], [None, None], [45.46427, 9.18951]]","[[1481, 1481], [1501, 1600], [None, None], [1800, 2021]]",True,
02141444,5,"[[43.77925, 11.24626], [43.77925, 11.24626], [45.15533665, 10.90486405], [45.15533665, 10.90486405], [45.15533665, 10.90486405], [38.13205, 13.33561]]","[[1481, 1481], [1481, 1500], [1481, 1600], [1481, 1600], [1501, 1600], [1788, 2021]]",True,
02141466,2,"[[43.77925, 11.24626], [42.3751, -71.10561], [42.3751, -71.10561]]","[[1481, 1481], [1950, 1984], [1984, 2021]]",True,
02013814,8,"[[43.77925, 11.24626], [45.15533665, 10.90486405], [52.37924, 0.78599], [51.50853, -0.12574], [51.50853, -0.12574], [51.50853, -0.12574], [57.1718, -2.40945], [42.35843, -71.05977], [42.35843, -71.05977]]","[[1481, 1481], [1481, 1500], [1781, 1815], [1815, 1825], [1825, 1866], [1867, 1867], [1867, 1887], [1887, 1903], [1903, 2021]]",True,
02141160,5,"[[43.77925, 11.24626], [45.15533665, 10.90486405], [52.28107, -1.00095], [51.50853, -0.12574], [51.50853, -0.12574], [51.50853, -0.12574]]","[[1481, 1481], [None, None], [1792, None], [1757, 1829], [1829, 1829], [1829, 2021]]",True,
02141529,2,"[[43.77925, 11.24626], [50.04937, 10.22175], [40.71427, -74.00597]]","[[1481, 1481], [1960, 2000], [1996, 2021]]",True,
02140753,2,"[[43.77925, 11.24626], [43.79359, 11.82031], [43.72123, 11.76642]]","[[1481, 1481], [1854, 1856], [1856, 2021]]",True,
02140634,4,"[[43.77925, 11.24626], [None, None], [45.15533665, 10.90486405], [48.85341, 2.3488], [48.85341, 2.3488]]","[[1481, 1481], [1481, 1700], [1690, 1690], [1829, 1906], [1913, 2021]]",True,
